
20940,92227
40140,92255
40140,92247
40140,92264
40140,92405
40140,92413
40140,92423
40140,92363
40140,92365
40140,92359
40140,92532
31080,92612
31080,92610
31080,92609
40140,92551
40140,92571
40140,92593
31080,92630
31080,92625
31080,92691
31080,92655
31080,92656
31080,92673
31080,92662
31080,92728
31080,92817
40140,92860
31080,92857
37100,93033
37100,93030
37100,93010
37100,93012
42200,93013
25260,93266
47300,93292
12540,93303
12540,93305
12540,93308
42020,93423
42020,93430
12540,93555
31080,93535
31080,93539
23420,93612
47300,93615
23420,93728
99999,00803
23420,93701
23420,93704
41860,94107
41940,94024
41860,94065
41860,94070
41940,94087
46700,94510
41940,94302
41860,94127
41860,94128
34900,94515
41860,94551
41860,94537
41860,94621
41860,94703
41860,94598
41860,94607
41860,94802
41860,94706
41860,94925
42220,94954
41860,94949
41940,95008
41940,95014
41940,95021
42100,95073
44700,95207
41940,95126
41940,95134
44700,95205
41940,95161
41940,95120
44700,95240
99999,95226
99999,95246
99999,95249
99999,95223
42220,95401
33700,95382
33700,95328
99999,95329
33700,95363
44700,95366
42220,95441
17340,95458
40900,95626
46380,95481
21700,95542
46020,95602
21700,95562
40900,95603
40900,95619
40900,95614
40900,95611
17340,95485
99999,95666
40900,95672
40900,95650
40900,95634
40900,95638
40900,95655
40900,95825
40900,95822
40900,95683
49700,95674
44700,95686
40900,95776
40900,95815
40900,95763
40900,95691
40900,95726
39820,96022
99999,96025
39780,96022
99999,96031
49700,95901
17020,95927
99999,95912
99999,95963
49700,95977
49700,95982
99999,96006
17020,95948
99999,95947
17020,95954
17020,95941
40900,96151
38860,04109
99999,96094
99999,96120
40900,96140
46520,96817
28180,96746
25900,96740
28180,96741
46520,96786
27980,96793
46520,96797
38900,97023
38900,97024
38900,97030
38900,97034
41420,97032
38900,97117
11820,97103
38900,97119
38900,97106
38900,97086
38900,97215
38900,97127
99999,97131
38900,97205
99999,97141
38900,97148
38900,97219
38900,97220
38900,97221
41420,97325
38900,97225
38900,97266
38900,97267
38900,97292
35440,97368
41420,97362
10540,97374
41420,97344
21660,97480
35440,97498
40700,97495
35440,97390
41420,97385
21660,97424
21660,97426
15060,97450
40700,97442
15060,97465
32780,97525
32780,97520
42660,98002
28900,97623
28900,97632
13460,97756
13460,97759
99999,97830
29260,97850
25840,97886
13460,97703
42660,98007
42660,98039
42660,98012
42660,98027
42660,98029
42660,98026
42660,98031
42660,98034
42660,98035
42660,98023
42660,98052
42660,98047
42660,98115
42660,98117
42660,98103
42660,98075
42660,98144
42660,98194
42660,98199
42660,98164
42660,98166
99999,98250
13380,98262
42660,98271
99999,98286
99999,98331
42660,98275
13380,98276
42660,98465
42660,98421
42660,98417
36500,98506
31020,98611
38900,98629
99999,98631
99999,98621
43220,98546
16500,98538
36500,98540
38900,98675
99999,98673
38900,98665
49420,98953
38900,98684
48300,98843
49420,98901
34180,98857
49420,98908
21260,98922
49420,98935
49420,98932
39420,99170
44060,99021
44060,99030
99999,99032
36830,99105
39420,99113
47460,99348
47460,99360
44060,99205
44060,99216
44060,99217
47460,99323
28420,99326
28420,99338
44060,99210
11260,99501
30300,99402
11260,99521
11260,99577
21820,99705
28540,99901
99999,12778
28740,12441
11260,99654
28740,12490
38300,16020
41260,16734
40900,96148
46500,45389
99999,40868
10380,00612
44140,01355
49340,01529
14460,01718
14460,01961
12700,02630
14460,03103
99999,03259
18180,03287
28300,03456
28300,03462
30100,03607
99999,03812
38860,04095
99999,04216
26500,16647
99999,04606
99999,04964
99999,04971
15540,05402
99999,05361
40860,05736
40860,05730
99999,05907
25540,06034
45860,06752
14860,06904
35620,07511
35620,07979
47220,08324
12100,08341
35620,08551
12060,30003
40660,30125
12060,30169
99999,30543
12020,30602
12060,30621
99999,30650
99999,31049
12060,31106
42340,31414
45620,31765
19660,32126
23540,32622
42680,32978
37340,32941
42680,32964
33100,33335
33100,33468
33100,33482
45300,33630
45300,33689
15580,59750
45300,33731
29460,33807
29460,33854
39460,33949
15980,33965
99999,35057
42460,35745
42460,35766
13820,36051
33660,36663
99999,36722
27740,37605
27740,37694
99999,37801
28700,37891
32820,38186
18260,38503
99999,38548
27180,38316
34980,38476
99999,38473
27180,38334
99999,39097
46180,38865
99999,38940
12460,39818
31140,40013
31140,40075
31140,40253
99999,40355
23180,40602
17140,41022
99999,41543
99999,41260
17140,41072
99999,41859
99999,41824
16420,42339
21780,42451
21060,42712
18140,43045
45780,43635
45780,43570
49780,43720
15940,43945
17460,44099
49660,44093
11780,44082
10420,44281
10420,44412
17140,45034
24820,45348
19430,45401
26580,45623
31930,45746
99999,45654
47340,46982
31140,47147
35220,47384
18220,47357
47180,47535
21780,47706
21780,47730
29200,47907
45460,47838
19820,48068
19820,48046
10300,48176
19820,48332
19820,48325
10940,48831
33220,48662
29620,48805
13020,48642
34380,48880
10940,48889
28020,49052
99999,49734
99999,49891
47900,20632
15680,20674
47900,20773
47900,20738
47900,20849
47900,20838
12580,21405
12580,21657
41540,21864
47900,21757
47900,22219
47900,22210
25500,22807
40060,23058
47260,23068
99999,23015
47260,23461
47260,23501
99999,23879
47260,23651
99999,24141
28700,24212
99999,24528
14140,24602
99999,24853
16620,25081
16620,25244
34350,25632
26580,25710
16620,25565
16620,25564
99999,26141
13220,25902
99999,26384
21180,26282
99999,26852
99999,26411
99999,26636
99999,26731
49180,27042
49180,27014
24780,27835
99999,27863
47260,27946
47260,27941
99999,27919
25860,28090
43140,28168
16740,28266
31300,28359
27340,28542
48900,28448
33980,28581
16700,29059
99999,29069
24860,29604
16740,29702
16740,29712
99999,50050
19780,50055
99999,50147
19780,50225
99999,50531
22700,50538
99999,50433
32380,50464
99999,50551
99999,50561
99999,50671
99999,50681
16300,50651
99999,50859
16140,51463
99999,51364
99999,51529
20220,52065
16300,52219
99999,52209
36540,51561
99999,51577
99999,51654
16300,52321
43100,53040
31820,53020
33340,53046
99999,53510
99999,54211
12660,53937
24580,54161
99999,54449
43020,54427
99999,54612
99999,54648
99999,55353
26780,55367
26780,55395
41060,55389
20260,55602
99999,55771
99999,55749
12380,55933
10660,56016
36940,56072
99999,56255
32140,56263
14660,56450
99999,56755
99999,57238
99999,57239
99999,57639
99999,57630
99999,57562
99999,57564
99999,58370
22020,58059
22020,58004
22020,58007
99999,57772
13900,58558
99999,58444
99999,58472
99999,59344
19860,58655
99999,59003
48780,58845
99999,58723
99999,58761
99999,58758
24500,59487
99999,59915
15580,59748
99999,59843
35380,70091
34020,70381
29180,70505
29340,70645
40820,71001
36660,71358
43340,71171
40820,71245
99999,71222
38220,71660
99999,71720
99999,71923
22620,72368
99999,72372
14180,72428
99999,72663
30020,73006
40780,72858
99999,73041
36420,73073
99999,73061
99999,74006
30020,73528
48220,73669
99999,73747
21420,73736
25100,73939
44660,74030
46140,74031
46140,74071
44660,74076
46140,74041
46140,74352
33060,74333
99999,74562
99999,74760
19100,75016
32540,74554
19100,75046
19100,75085
19100,75185
34420,75456
30980,75666
99999,75559
99999,75839
30980,75765
99999,75752
33420,76066
19100,76041
23620,76265
48660,76230
99999,76527
47380,76622
28660,76656
99999,52752
26420,77240
26420,77284
26420,77371
26420,77387
26420,77501
41700,78235
39700,78569
38380,79073
99999,79096
99999,79259
31180,79499
21340,79853
19740,80027
19740,80290
24540,80742
19740,80833
99999,81076
17820,80929
24060,81656
99999,82441
43260,82839
43260,82833
99999,83338
99999,84064
41620,84152
41620,84157
99999,84726
36260,84402
39220,84520
38060,85178
38060,85246
99999,85357
99999,85540
35700,85614
46060,85726
19620,78871
43320,85902
10740,87053
10740,87116
10740,87187
45340,87553
43500,88026
23820,89444
35620,10152
35620,10167
35620,10166
35620,10517
11220,12137
10580,12175
99999,12042
28740,12406
10580,12301
39100,12780
28740,12547
26460,12517
24020,12821
42900,13146
99999,12950
99999,81327
31660,12945
99999,12913
45060,13083
45060,13310
99999,13327
99999,13437
13780,13813
12860,14005
99999,14427
18500,14437
40380,14533
99999,14824
40380,14692
27460,14740
99999,14836
99999,14841
38300,15440
20180,15721
26860,15758
38300,15636
38300,15634
27780,15960
99999,16223
36340,16343
44300,16835
44300,16860
99999,17062
16540,17219
99999,81241
99999,83464
99999,18437
42540,18630
37980,19407
16980,60531
40300,60553
99999,85932
44580,61251
19340,61258
23300,61039
19940,61081
37900,61601
19340,61419
99999,61919
38700,61731
37900,61721
16580,61863
14010,61842
41180,62019
99999,61925
99999,62089
99999,62510
99999,62538
99999,62557
37140,62908
16060,62841
99999,62808
16060,62950
41180,63073
99999,62999
99999,62976
28860,63547
28140,64013
99999,64453
99999,64441
99999,64657
99999,64664
27620,65058
27620,65059
27620,65110
99999,65446
40620,65449
40620,65529
48460,65609
44180,65620
30060,65567
41140,66094
99999,66773
99999,66851
99999,66944
21380,66833
45820,66620
28140,66738
99999,67159
17700,67335
99999,67474
36540,68042
23340,68044
36540,68073
99999,67876
36540,68014
99999,68444
99999,68454
30700,68456
48660,76351
99999,68342
99999,68405
99999,68418
18100,68634
99999,68759
99999,68766
99999,68789
42420,69339
31080,90307
40900,96142
31080,91221
31080,91337
41740,91912
99999,96928
41740,92174
20940,92244
20940,92249
31080,92684
42200,93252
42200,93160
42200,93437
41500,93450
12540,93516
12540,93502
23420,93709
23420,93755
41860,94119
41860,94820
42220,94955
42100,95063
41940,95150
41940,95140
41860,95391
21700,95528
40900,95637
17020,95901
45000,96009
99999,97029
10540,97329
38900,97281
38900,97296
38900,97268
41420,97342
38900,97347
40700,97410
28900,97634
28900,97737
42660,98093
14740,98345
42660,98464
21260,98940
44060,99122
44060,99029
11260,99514
99999,99918
46540,13442
38300,15348
99999,36034
27740,37644
36100,34421
16860,37450
49340,01538
30100,03251
99999,04745
13540,05155
12740,05649
45860,06031
35620,07051
26340,49918
19780,50243
12060,31097
48180,31551
49380,56153
37460,32462
19660,32753
36740,32868
33100,33481
29460,33834
45300,34605
99999,35042
18980,35541
42460,35748
42460,35971
33860,36068
99999,36207
33660,36539
33660,36616
34980,37180
34980,37181
46100,37160
34980,37151
42940,37864
99999,37881
37540,38231
27180,38302
17260,38720
17380,38720
99999,39825
31140,40261
30460,40510
30460,40555
99999,41271
99999,41563
99999,41630
16420,42256
99999,43512
48260,43961
10420,44256
17460,44287
35420,44699
35940,44854
11740,44838
16380,45898
43780,46517
47340,46946
29200,46947
31140,47160
18820,47989
45460,47860
34380,48632
28020,49065
12980,49252
99999,49791
47900,20062
47900,20623
15680,20609
15680,20687
47900,20915
47900,20918
99999,21641
40060,23153
99999,23426
99999,23404
13220,25060
16620,25093
16620,25083
38580,25264
13220,25862
21180,26270
38240,27208
49180,27293
99999,27818
24140,27883
16740,28219
99999,28554
99999,29555
19780,50038
99999,50520
99999,51056
47940,50660
99999,51026
43580,51028
26980,52227
99999,51648
19340,52805
13180,53027
31540,53561
44620,54977
35580,55333
20260,55757
10660,55953
48820,56252
41060,56330
99999,56754
46820,57014
99999,57460
99999,57724
99999,58053
24220,58206
99999,58569
99999,58538
99999,58620
99999,59010
99999,59085
13740,59067
99999,59489
24500,59480
12940,70827
35380,70152
35380,70055
26380,70397
29180,70380
29180,70531
99999,71055
99999,71663
20980,71731
99999,72355
14180,72354
99999,72430
99999,72951
30020,73502
48220,73626
48220,73625
99999,73642
11060,73549
19100,75313
99999,76848
13060,77457
10860,78376
99999,79082
21340,79948
19740,80038
19740,80150
19740,80294
24540,80549
33940,81429
14260,83711
14260,83656
41100,84746
17580,88120
35620,10153
35620,10505
10580,12092
99999,12143
26460,12024
99999,12745
99999,12725
24020,12823
99999,13312
45060,13460
36300,13608
36300,13614
13780,13851
99999,14066
38300,15030
38300,15049
38300,15060
41260,15834
38300,15676
99999,16743
44300,16874
48700,16938
25420,17072
25420,17307
29540,17605
99999,84716
99999,18469
42380,18845
16980,60129
29420,85360
28100,60969
23300,61050
99999,61773
27300,62082
16060,62915
16060,62905
99999,63538
22100,63648
28140,64022
28140,64092
99999,65741
27900,65734
99999,66780
38260,66780
45820,66868
45820,66667
99999,67850
99999,68445
99999,68821
18100,68660
99999,68947
30420,68976
99999,69131
31080,91522
31080,91508
31080,92811
12540,93531
99999,93526
99999,93545
23420,93773
41940,94039
41860,94083
41860,94164
41860,94623
41940,95160
44700,95201
99999,96020
42660,98071
42660,98083
14740,98528
99999,99144
44060,99137
99999,99588
99999,99726
38300,15779
21700,95547
20020,36304
41980,00922
44140,01066
38340,01264
14460,01842
39300,02712
99999,05081
15540,05407
49340,06330
35300,06724
20260,55713
99999,31553
27260,32050
99999,57420
17500,33471
45300,33587
21460,36477
33660,36615
99999,37055
99999,37357
35460,37743
28940,37888
34980,38461
99999,38474
99999,38486
26940,38963
10500,39886
31140,40256
30460,40340
99999,41274
99999,41736
99999,42369
16420,42464
18140,43058
18140,43127
45780,43414
11780,44046
