zip,cbsa
13650,48060
13732,13780
13746,13780
13748,13780
13740,99999
13502,46540
13607,48060
13612,48060
13431,46540
13459,10580
13470,46540
13424,46540
13323,46540
13343,99999
14072,15380
14086,15380
14098,40380
14080,15380
14032,15380
14057,15380
13825,36580
13839,99999
13757,99999
13778,99999
13753,99999
13762,13780
13780,99999
14516,40380
14527,40380
14510,40380
14482,12860
14502,40380
14517,40380
14470,40380
14506,40380
14514,40380
14472,40380
14303,15380
14424,40380
14420,40380
14441,40380
14428,40380
14220,15380
14224,15380
14216,15380
14150,15380
14132,15380
14205,15380
14724,27460
14807,99999
14813,99999
14757,27460
14830,18500
14624,40380
14616,40380
14609,40380
14532,42900
15102,38300
15057,38300
15061,38300
15037,38300
15010,38300
14895,99999
14891,99999
14867,27060
14870,18500
14885,18500
14855,18500
14880,99999
14840,18500
14859,13780
14842,40380
15218,38300
15132,38300
15135,38300
15437,38300
15442,38300
15338,99999
15618,38300
16001,38300
16002,38300
16050,38300
16033,38300
15261,38300
15312,38300
15323,38300
15940,27780
15904,27780
15856,20180
15942,27780
15845,41260
15825,99999
15745,26860
15772,26860
15722,27780
15724,26860
15711,99999
15542,43740
15535,99999
15478,38300
15541,43740
15559,99999
16364,99999
16319,36340
16316,32740
16226,38300
16242,99999
16233,99999
16133,49660
16131,32740
16056,38300
16117,35260
16061,38300
16720,99999
16686,26500
16668,27780
16745,14620
16648,11020
16635,11020
16637,11020
16438,32740
16435,32740
16443,21500
16373,38300
16423,21500
16412,21500
17019,49620
17022,25420
16901,99999
16935,99999
16922,99999
26034,48260
26059,48540
26055,48540
16845,44300
16877,44300
17257,25420
17264,26500
17240,16540
17111,25420
17113,25420
17059,99999
17078,25420
17101,25420
17073,30140
17045,25420
17050,25420
17045,99999
17522,29540
17518,29540
17365,49620
17361,49620
17347,49620
17901,39060
17980,39060
17864,42780
17827,42780
17845,30260
17853,42780
17834,44980
17758,99999
17751,30820
17608,29540
17742,48700
17703,48700
18202,39060
18077,37980
18087,10900
18041,37980
18063,10900
18051,10900
18059,10900
18615,42540
18621,42540
18614,99999
18517,42540
18603,42540
18509,42540
18447,42540
18501,42540
18434,42540
18431,99999
18371,35620
18301,20700
18328,35620
18347,20700
18325,20700
18326,20700
18350,20700
19610,39740
19606,39740
19512,39740
19540,39740
19510,39740
19547,39740
19543,39740
18834,99999
18826,99999
18831,42380
18818,99999
18844,42540
18824,99999
18801,99999
18655,42540
18708,42540
19043,37980
19015,37980
19032,37980
19030,37980
18974,37980
19002,37980
19003,37980
18951,37980
18954,37980
18923,37980
18942,37980
19126,37980
19125,37980
19120,37980
19119,37980
19106,37980
19078,37980
19426,37980
19382,37980
19399,37980
19150,37980
19145,37980
19151,37980
19317,37980
19153,37980
19136,37980
19139,37980
19140,37980
19143,37980
20012,47900
20008,47900
19460,37980
19446,37980
19444,37980
20715,47900
20720,47900
20721,47900
20723,12580
20684,15680
20693,47900
20639,47900
20626,15680
20637,47900
20374,47900
20825,47900
20830,47900
20770,47900
20758,12580
20745,47900
20737,47900
20916,47900
20872,47900
21152,12580
21160,12580
21156,12580
21131,12580
21132,12580
21076,12580
21052,12580
21226,12580
21216,12580
21660,99999
21666,12580
21550,99999
21622,15700
21654,20660
21562,19060
21539,19060
21539,99999
21401,12580
20119,47900
21930,37980
21850,41540
21841,41540
21794,12580
21788,47900
21787,12580
21798,47900
21773,47900
21774,47900
21750,25180
21771,47900
22031,47900
22027,47900
22015,47900
20191,47900
20182,47900
20132,47900
20122,47900
22304,47900
22205,47900
22182,47900
22192,47900
22181,47900
22066,47900
22503,99999
22520,99999
22737,47900
22488,99999
22401,47900
22408,40060
22713,47900
22720,47900
22656,49020
22722,99999
22730,99999
22657,47900
22645,47900
22940,16820
23065,99999
23015,40060
23039,40060
23076,47260
23079,99999
22968,16820
23009,40060
22969,16820
22959,16820
22901,16820
22851,99999
22845,99999
22812,44420
22831,25500
22832,25500
23229,40060
23221,40060
23223,40060
23148,99999
23106,40060
23130,47260
23462,47260
23464,47260
23460,47260
23466,47260
23471,47260
23451,47260
23336,99999
23307,99999
23834,40060
23839,99999
23821,99999
23607,47260
23612,47260
23511,47260
23551,47260
24018,40220
23920,99999
24053,99999
24430,44420
24486,25500
24473,99999
23927,99999
23963,99999
23952,99999
23937,99999
23867,99999
23881,99999
23889,99999
23897,40060
23890,40060
23915,99999
24174,31340
24134,13980
24124,99999
24069,19260
24067,40220
24068,13980
24360,99999
24366,99999
24351,99999
24317,99999
24266,99999
24277,99999
24270,28700
24219,13720
24211,28700
24230,13720
24256,13720
24221,28700
24850,99999
24736,14140
24831,99999
24579,99999
24605,14140
24580,99999
24550,31340
24558,99999
24565,19260
24553,31340
25276,99999
25245,99999
25177,16620
25082,26580
25125,16620
25140,13220
25181,16620
25213,26580
25064,16620
25143,16620
25168,26580
25114,16620
25124,26580
25161,13220
25015,16620
24938,99999
24927,99999
25812,13220
25917,13220
25825,13220
25837,13220
25701,26580
25635,30880
25646,30880
25650,99999
25614,30880
25674,26580
25510,26580
25520,26580
25541,38580
25430,47900
26426,17220
26431,17220
26456,17220
26410,34060
26447,99999
26376,99999
26321,99999
26250,99999
26283,21180
26253,21180
26206,99999
26263,99999
26224,21180
26143,37620
26159,99999
26167,99999
26146,99999
26160,37620
26161,99999
27023,49180
26801,99999
26833,99999
26601,99999
26610,99999
26684,99999
26750,19060
26575,99999
26546,34060
27260,24660
27233,24660
27216,15500
27201,15500
27050,49180
27376,38240
27405,24660
27343,99999
27341,24660
27306,99999
27313,24660
27288,24660
27520,39580
27511,39580
27518,39580
27513,39580
27415,24660
27505,41820
27406,24660
27591,39580
27577,39580
27581,37080
27560,20500
27540,20380
27537,39580
27616,39580
27614,39580
27606,39580
27893,48980
27888,99999
27870,40260
27885,99999
27864,40580
27886,24780
27860,47820
27814,47820
27822,40580
27816,40580
28657,25860
28637,25860
28633,25860
28624,35900
28649,35900
28654,25860
28604,14380
28605,14380
28601,25860
27944,21020
27954,28620
28080,16740
28037,16740
28027,16740
28018,22580
28016,16740
28001,10620
28680,25860
28690,25860
28687,16740
28684,14380
28689,16740
28170,99999
28202,16740
28159,16740
28168,16740
28139,22580
28124,16740
28127,49180
28090,43140
28097,10620
28107,16740
28262,16740
28216,16740
28233,16740
28214,16740
28348,22180
28352,29900
28349,99999
28333,24140
28331,22180
28278,16740
28443,48900
28423,99999
28425,48900
28429,48900
28430,99999
28434,99999
28403,48900
28406,48900
28382,99999
28384,31300
28393,99999
28360,31300
28370,38240
28574,27340
28551,28820
28560,35100
28504,28820
28524,33980
28510,35100
28469,34820
28472,99999
28501,28820
28465,34820
28462,34820
28445,27340
28448,99999
28459,34820
28449,48900
28734,99999
28733,99999
28705,99999
28704,11700
28708,14820
28578,24140
29708,16740
29717,16740
28904,99999
28816,11700
28787,11700
28762,32000
28771,99999
28775,99999
28777,99999
28768,14820
28773,99999
28772,14820
28783,19000
29101,22500
29114,99999
29075,35140
29031,43900
29732,16740
29210,17900
29302,43900
29178,35140
29178,43900
29126,35140
29129,17900
29137,12260
29128,44940
29420,16700
29432,99999
29365,43900
29340,23500
29556,99999
29483,16700
29546,99999
29551,22500
29512,13500
29511,34820
29501,22500
29464,16700
29466,16700
29475,99999
29617,24860
29626,24860
29611,24860
29588,34820
29597,34820
29577,34820
29585,23860
29584,99999
29576,23860
29569,34820
29902,25940
29909,25940
29922,99999
29692,24940
29679,42860
29651,43900
29643,42860
29643,24860
30035,12060
30014,12060
30006,12060
29945,25940
29941,25940
30069,12060
30052,12060
30062,12060
30060,12060
30108,12060
30104,16340
30107,12060
30083,12060
30079,12060
30165,40660
30168,12060
30162,40660
30141,12060
30145,12060
30248,12060
30234,12060
30230,12060
30180,12060
30312,12060
30302,12060
30295,12060
30503,23580
30510,23580
30511,99999
30332,12060
30321,12060
30554,23580
30548,27600
30547,99999
30519,12060
30522,99999
29801,12260
30656,12060
30662,99999
30680,12060
30677,12020
30666,12060
30677,99999
30646,27600
30621,12020
30624,99999
30625,12060
30577,18460
30461,44340
30417,99999
30470,47080
30473,47080
30421,99999
30426,12260
30446,99999
30425,44340
29841,12260
29848,99999
30914,12260
31017,99999
31002,20140
30906,12260
30828,99999
30813,12260
31206,31420
31210,31420
31309,25980
31092,18380
31066,31420
31068,99999
31082,99999
31071,99999
31036,47580
31042,99999
31046,31420
31518,27700
31501,48180
31512,20060
31405,42340
31320,25980
31313,25980
31316,25980
31647,99999
31643,46660
31636,46660
31637,34220
31569,41220
31563,99999
31555,99999
31552,20060
31831,17980
31822,17980
31826,17980
31816,12060
31806,11140
31792,45620
31805,17980
31801,99999
31798,99999
31778,45620
31771,34220
31789,10500
31780,11140
31749,99999
31744,34220
31711,99999
32054,99999
32059,99999
31906,17980
32223,27260
32222,27260
32317,45220
32321,99999
32257,27260
32431,99999
32352,45220
32404,37460
32347,99999
32438,99999
32446,99999
32346,99999
32605,23540
32609,23540
32643,23540
32617,36100
32648,99999
39845,99999
33026,33100
33319,33100
33190,33100
33157,33100
33234,33100
33239,33100
33247,33100
32533,37860
32547,18880
32541,18880
32464,18880
32571,37860
32542,18880
33175,33100
33183,33100
33181,33100
33132,33100
33135,33100
33149,33100
33155,33100
33071,33100
33032,33100
33097,33100
33122,33100
33051,28580
34483,36100
33437,33100
33469,38940
33449,33100
33486,33100
33443,33100
32179,36100
32195,36740
32148,37260
32713,19660
32130,19660
32181,37260
33604,45300
33542,45300
33565,45300
33607,45300
33411,33100
33332,33100
33355,33100
32909,37340
32934,37340
32935,37340
33510,45300
32961,42680
32911,37340
32956,37340
32835,36740
32809,36740
32903,37340
32820,36740
32789,36740
32773,36740
32802,36740
32102,36740
34945,38940
32128,19660
34985,38940
34974,42700
33774,45300
33713,45300
33755,45300
33711,45300
33758,45300
33936,15980
33957,15980
33922,15980
33938,39460
34756,36740
33612,45300
33619,45300
33682,45300
33673,45300
34677,45300
34604,45300
34639,45300
34691,45300
34695,45300
34656,45300
34233,35840
34235,35840
34237,35840
34238,35840
34222,35840
34236,35840
34276,35840
34117,34940
33876,42700
33880,29460
33853,29460
33875,42700
33827,29460
33834,48100
33903,15980
35160,45180
35173,13820
35205,13820
35124,13820
35128,13820
35118,13820
35172,13820
35613,26620
35555,99999
35614,26620
35616,22520
35621,19460
35554,13820
36203,11500
36258,99999
36260,45180
36311,21460
36312,20020
36262,99999
36316,21460
36205,11500
35022,13820
35085,13820
35056,18980
36049,99999
36083,99999
36047,33860
36079,21460
36016,21640
36072,21640
36114,33860
35962,22840
35962,10700
35975,22840
35810,26620
35901,23460
35950,10700
35960,99999
35966,22840
35958,42460
35980,10700
35677,22520
35747,10700
35761,26620
35769,42460
35653,99999
35670,19460
35661,22520
35742,26620
35802,26620
35801,26620
35771,42460
35772,42460
35405,46220
35222,13820
35223,13820
35242,13820
35404,46220
35469,99999
35474,46220
35219,13820
35220,13820
36605,33660
36541,33660
36612,33660
36685,33660
36740,99999
36574,19300
37042,17300
37043,17300
30752,16860
30741,16860
30750,16860
37048,34980
37012,34980
37049,34980
37015,17300
30755,16860
30734,12060
37403,16860
37645,28700
37701,28940
37708,28940
37686,28700
37640,99999
37682,27740
37688,99999
36471,99999
36502,12120
36522,33660
36473,99999
36502,99999
36376,20020
36353,37120
36505,33660
36528,33660
36362,37120
36467,21460
37369,17420
37360,46100
37387,99999
37310,17420
37341,16860
37342,46100
37388,46100
37209,34980
37150,99999
37183,43180
37150,34980
37228,34980
37127,34980
37128,34980
37096,99999
37138,34980
37144,99999
37145,34980
37145,18260
37134,99999
37079,99999
36860,17980
36870,12220
36877,12220
36850,12220
36804,12220
36759,42820
37892,99999
37869,99999
37870,28940
37876,42940
37902,28940
37840,28940
37876,34100
38138,32820
38135,32820
38131,32820
38261,46460
38233,46460
38255,32280
39073,27140
38941,24900
39042,27140
39046,27140
39079,99999
39130,27140
38922,99999
39038,24900
39043,27140
39119,99999
38943,24900
37801,28940
37803,28940
37721,28940
37724,99999
37764,28940
37722,35460
37714,28940
38801,46180
38834,18420
38850,99999
38701,24740
38841,46180
38847,46180
38680,32820
38676,32820
38865,18420
38858,99999
38859,99999
38862,46180
38721,99999
38618,32820
38619,99999
38626,17260
38632,32820
38637,32820
38626,32820
38545,18260
36907,99999
38627,99999
38574,18260
36904,99999
38544,18260
38548,18260
38588,18260
38559,99999
38575,99999
38610,99999
38560,34980
38569,34980
38401,34980
38456,29980
38326,99999
38329,99999
38355,99999
38343,27180
38355,27180
38469,29980
38330,99999
38468,29980
38366,27180
38382,99999
38477,99999
38481,29980
38371,99999
38063,99999
38016,32820
38018,32820
38019,32820
38067,99999
37933,28940
38040,99999
38061,99999
38004,32820
38006,27180
38044,99999
38058,32820
38039,32820
39363,32940
39401,25620
39354,32940
39439,99999
39480,29860
39470,38100
39474,99999
39476,25620
40065,31140
40118,31140
39701,18060
39744,99999
39703,18060
39741,48500
39750,99999
38257,46460
40175,21060
39767,99999
40045,99999
40121,21060
39750,44260
40051,12680
40202,31140
39752,99999
39743,44260
39746,99999
40026,31140
40036,31140
40146,99999
40150,31140
40159,21060
40165,31140
40052,12680
40052,21060
42101,14540
42120,14540
42025,99999
42087,37140
41862,99999
42002,37140
41731,99999
42054,34660
42069,37140
41847,99999
42040,32460
41855,99999
39309,32940
39159,99999
39191,15020
39150,46980
39152,99999
39225,27140
39236,27140
39323,99999
39323,32940
40828,99999
41268,99999
40988,33180
41348,99999
41640,99999
41522,99999
41472,99999
40759,30940
40958,33180
41216,99999
41531,99999
41539,99999
40856,33180
41621,99999
40475,40080
40508,30460
40511,30460
40351,99999
40353,34460
40447,99999
40601,30460
40214,31140
40210,31140
40212,31140
40269,31140
39576,25060
39645,32620
39531,25060
39563,25060
39643,99999
39534,25060
39556,25060
39664,32620
39649,32620
39661,99999
39661,35020
39662,32620
39664,99999
47126,31140
47147,31500
42733,15820
47102,31140
47610,21780
42733,99999
42757,21060
42764,21060
42782,99999
42729,99999
43901,48260
43950,48540
43611,45780
43616,45780
44012,17460
43903,15940
43973,99999
43915,99999
44449,49660
44333,10420
44417,49660
44288,10420
44502,49660
44287,11740
44501,49660
42366,36980
42372,16420
42437,99999
42206,99999
42301,36980
42411,99999
42458,21780
42343,99999
42215,17300
42325,16420
42326,16420
42256,14540
42286,99999
42544,99999
42361,99999
44202,10420
44224,10420
44135,17460
44139,17460
44231,17460
44266,10420
44142,17460
44201,10420
44256,17460
44258,17460
44217,49300
44270,17460
44274,17460
44122,17460
44106,17460
44121,17460
44116,17460
44132,17460
44089,41780
44094,17460
44095,17460
44030,11780
44086,17460
44093,11780
44041,17460
44062,49660
44084,11780
43402,45780
43464,41780
47634,99999
47724,21780
43533,45780
43537,45780
47640,99999
43527,19580
44813,18140
44830,45780
44903,31900
45802,30620
45832,46780
45846,16380
44818,15340
44822,31900
44849,99999
44889,41780
44889,17460
43065,18140
43074,18140
43080,18140
43115,17060
45245,17140
45255,17140
45211,17140
45223,17140
45226,17140
45216,17140
45224,17140
45321,99999
45251,17140
45213,17140
45308,24820
44685,10420
44691,49300
44706,15940
44621,15940
44720,15940
44629,35420
44606,49300
44693,99999
44601,41400
44608,15940
44675,15940
44613,15940
45150,17140
45053,17140
45123,17060
45052,17140
43713,48540
43748,18140
43302,32020
43318,13340
43326,99999
43334,18140
43756,99999
43783,18140
43822,18740
45003,17140
45039,17140
43843,34540
43343,13340
43229,18140
43219,18140
43162,18140
43149,18140
43204,18140
43231,18140
41056,32500
41001,17140
41007,17140
41035,17140
41044,17140
41083,17140
45897,22300
43014,34540
45898,46780
41097,17140
43003,18140
41010,17140
41043,17140
41031,30460
45631,38580
45648,39020
45502,44220
45505,44220
45430,19380
45660,99999
45714,31930
45715,99999
45723,31930
45658,38580
45621,27160
45685,27160
45686,99999
46149,26900
46074,26900
46126,26900
46064,26900
46111,26900
46742,11420
46750,26540
46616,43780
46634,43780
46764,23060
46795,28340
46725,23060
46743,23060
46573,21140
46615,43780
46562,47700
46803,23060
46787,23060
46714,19540
46562,23060
45380,24820
45414,19380
45327,19380
45335,19380
45347,99999
46538,47700
46539,47700
46544,43780
46536,43780
46542,21140
46382,33140
46543,21140
46346,33140
46240,26900
46340,33140
46176,26900
46202,26900
46204,26900
46208,26900
46186,26900
46036,26900
45750,31930
47006,99999
46001,26900
47020,99999
46052,26900
47001,17140
45734,99999
45773,31930
47327,39980
47354,99999
47229,35860
47270,35860
47230,35860
47231,35860
47957,99999
48022,19820
47960,99999
47960,29200
47805,45460
47879,45460
47994,18820
47965,18820
47990,18820
48032,19820
48213,19820
48214,19820
48229,19820
48308,19820
48301,19820
46904,29020
46913,29200
46808,23060
46845,23060
46979,29020
46974,47340
46911,37940
46919,37940
46941,47340
46987,31980
48186,19820
48197,11460
48201,19820
48202,19820
48111,19820
48117,33780
48125,19820
48128,19820
48108,11460
48099,19820
48138,19820
48143,19820
48090,19820
48079,19820
48038,19820
48076,19820
47564,27540
47441,99999
47465,99999
47558,47780
47404,14020
47516,47180
47512,47180
47576,99999
47402,14020
47462,99999
48382,19820
48430,19820
48416,99999
48439,22420
48441,99999
48462,19820
48532,22420
48469,99999
48417,40980
48449,22420
48827,29620
48741,99999
48809,24340
48821,29620
48834,26960
48739,99999
48820,29620
48835,29620
48759,99999
48811,24340
48804,34380
48864,29620
48841,37020
48725,99999
48727,99999
48826,29620
49646,45900
49663,15620
49682,45900
49548,24340
49680,45900
49686,45900
49715,42300
49719,99999
49679,99999
49706,99999
48328,19820
48315,19820
48327,19820
48326,19820
48375,19820
49341,24340
49412,99999
49340,13660
49426,24340
49415,34740
49455,99999
49342,13660
49304,99999
49307,13660
49316,24340
49058,24340
49071,28020
49080,26090
49098,35660
49093,44780
49333,24340
49047,28020
49060,24340
49006,28020
49022,35660
48910,29620
48911,29620
49031,43780
49242,25880
49254,27100
48610,99999
48649,40980
49230,10300
49255,25880
49268,10300
50129,99999
50023,19780
50126,99999
50010,11180
50047,19780
50063,19780
50054,35500
50117,99999
50228,35500
50046,11180
50171,99999
50216,19780
50219,36820
50109,19780
51030,43580
50563,99999
50619,99999
50638,47940
50644,99999
50659,99999
51031,43580
50548,99999
50598,99999
51005,99999
50595,99999
50655,99999
50707,47940
51049,99999
51052,43580
51056,43580
51033,44740
51034,99999
50569,22700
51038,43580
51024,43580
50593,99999
51055,99999
51061,43580
53050,13180
53051,33340
53070,43100
53128,48580
53092,33340
53122,33340
53036,13180
53044,43100
49913,26340
49783,42300
49801,27020
49934,26340
49967,99999
49807,21540
50009,19780
49818,21540
49861,32100
49721,99999
49821,31940
49885,32100
49751,99999
49768,42300
49969,99999
61201,19340
61265,19340
61270,44580
52804,19340
61241,19340
52742,17540
61252,44580
61261,44580
53018,33340
52720,99999
61232,19340
52751,17540
61234,19340
61239,19340
61272,19340
61277,19340
52809,19340
53011,43100
53015,31820
53015,43100
52405,16300
52501,36900
52577,36820
52315,16300
52403,16300
52567,21840
52572,36900
52630,22800
52632,22800
52255,99999
52563,99999
52571,99999
52653,99999
52347,99999
52580,21840
52338,26980
52583,99999
52550,99999
52630,99999
52306,99999
52031,99999
52040,20220
52162,99999
52208,99999
51250,99999
51334,99999
51401,16140
52048,99999
52159,99999
52044,99999
51455,99999
51350,99999
51355,44020
52076,99999
52160,99999
52212,16300
52206,16300
52214,16300
51358,99999
52033,20220
52207,99999
52224,16300
51238,99999
51448,99999
52031,20220
52078,20220
52134,99999
50401,32380
50455,99999
50309,19780
50310,19780
50458,99999
50451,99999
50477,32380
53216,33340
53218,33340
53235,33340
53501,27500
53527,31540
53532,31540
53531,31540
54121,27020
53913,12660
53964,99999
54140,11540
54173,24580
53948,99999
54220,31820
53956,13180
53961,12660
54115,11540
54217,99999
54177,31940
53968,99999
54104,31940
53930,99999
60051,16980
60071,16980
60048,16980
53202,33340
53208,33340
53213,33340
53141,16980
60013,16980
54964,36780
54981,99999
60004,16980
60007,16980
54968,99999
54966,99999
60044,16980
54970,99999
60034,16980
54915,11540
54921,99999
54494,49220
54498,99999
54540,99999
54557,99999
54521,99999
54912,11540
54558,99999
54537,99999
54499,48140
54526,99999
54411,48140
54457,99999
54313,24580
54412,49220
54418,99999
54469,49220
54470,99999
54230,24580
53594,48020
53711,31540
53550,31540
53573,99999
53717,31540
53594,13180
53585,48580
53801,38420
53807,99999
53706,31540
54646,99999
54022,33460
54024,99999
54026,99999
54624,99999
54658,29100
54650,29100
54726,20740
54629,99999
54014,33460
54602,29100
55082,33460
55103,33460
55104,33460
55033,33460
55060,36940
55051,99999
55074,33460
55041,40340
55771,20260
55726,20260
55736,20260
55709,24330
55444,33460
55615,99999
55604,99999
55756,99999
55906,40340
55795,99999
55705,20260
55781,20260
61075,99999
61084,40300
61107,40420
61081,44580
61011,40420
61064,44580
61063,40420
61028,99999
61024,40420
61014,99999
61038,40420
55422,33460
55429,33460
55414,33460
55372,33460
55374,33460
55378,33460
55337,33460
55357,33460
55388,33460
55113,33460
55126,33460
55119,33460
55328,33460
55116,33460
54844,99999
55006,33460
54871,99999
54739,32860
54748,20740
54814,99999
54758,99999
54812,99999
55031,33460
54757,99999
54747,99999
54767,33460
55024,33460
54805,99999
54876,99999
54888,99999
56324,22260
56215,99999
56352,41060
56353,33460
56264,32140
56296,99999
56360,99999
56364,99999
56256,99999
56159,99999
56330,33460
56291,99999
56334,10820
56342,99999
56343,99999
56316,41060
56165,49380
56358,99999
56349,99999
56361,10820
56373,99999
56229,32140
57104,43620
56571,22260
56590,99999
56701,99999
57108,43620
57029,99999
57030,43620
56579,22260
56756,99999
57101,43620
56763,99999
57068,43620
57022,99999
57018,43620
57014,43620
56744,24220
59751,99999
59758,14580
59421,24500
59538,99999
59762,99999
59484,99999
59829,99999
59474,99999
59821,99999
59433,99999
56048,99999
56062,99999
55954,40340
56036,10660
55923,40340
55985,40340
56097,99999
56087,35580
55934,40340
55946,39860
55956,40340
55973,12380
55961,12380
55953,12380
56115,32140
59106,13740
58577,99999
58647,99999
58801,48780
59036,99999
59044,13740
58790,33500
58640,99999
59104,13740
58559,99999
58856,48780
59068,13740
58650,99999
59313,99999
58785,33500
59230,99999
58733,33500
59248,99999
59270,99999
59069,99999
59070,13740
58646,99999
58301,99999
58249,99999
58257,99999
58458,99999
58063,99999
58460,99999
58202,24220
58496,27420
58036,22020
58207,24220
58357,99999
58105,22020
58533,99999
58549,99999
57626,99999
57436,99999
57783,43940
57262,99999
57274,99999
57437,99999
58008,47420
57477,99999
57760,99999
57356,99999
57430,99999
57445,10100
57452,99999
57366,99999
57279,99999
57521,99999
57735,39660
57434,99999
56468,14660
56537,22260
56544,99999
56676,13420
56444,14660
56479,14660
56385,99999
56474,14660
56650,13420
56641,14660
56661,99999
56510,99999
56678,13420
56542,24220
56553,47420
60191,16980
60148,16980
60302,16980
60154,16980
60401,16980
60162,16980
60477,16980
60503,16980
60460,38700
60468,16980
60469,16980
60470,36860
60608,16980
60606,16980
60607,16980
61744,14010
61754,14010
60123,16980
60130,16980
59865,99999
59917,99999
59912,28060
59928,28060
59935,99999
59937,28060
59866,99999
60138,16980
59868,33540
59872,99999
60135,40420
59925,28060
61614,37900
61486,19340
61554,37900
61606,37900
61611,37900
61653,37900
61613,37900
61736,14010
61525,37900
61535,37900
61528,37900
61724,14010
61725,14010
61517,37900
61536,37900
61482,15900
61369,37900
61401,23660
61412,99999
60941,28100
61443,19340
61344,36860
60912,99999
61421,36860
61477,15900
61345,36860
60966,99999
61318,19940
60927,99999
61348,36860
61449,37900
61458,23660
60544,16980
60561,16980
60541,16980
60598,16980
60436,16980
60443,16980
60409,16980
60404,16980
60416,16980
60418,16980
60447,16980
60444,16980
60675,16980
60706,16980
60641,16980
60643,16980
60652,16980
60666,16980
61801,16580
60714,16980
62231,41180
62246,41180
62094,99999
62281,41180
62286,99999
62050,99999
62085,41180
62060,41180
62046,41180
62047,41180
62277,41180
63042,41180
63080,99999
63080,41180
63017,41180
63091,99999
63103,41180
60626,16980
60621,16980
60639,16980
62922,16060
62863,99999
62931,99999
62854,16460
62903,16060
62932,16060
62943,37140
62992,99999
62994,16060
62972,99999
62967,99999
62878,99999
62893,34500
62940,16060
62947,99999
62655,99999
62837,99999
62565,99999
62612,99999
62630,41180
62664,99999
62668,27300
62561,44100
62633,99999
62815,99999
62819,99999
62820,99999
62621,27300
62428,16660
62471,99999
62480,99999
62298,41180
62330,22800
62411,20820
62321,22800
62533,99999
62438,99999
62481,99999
62544,19500
62410,99999
62326,31380
62357,99999
62376,39500
62316,22800
62442,99999
62513,45380
62326,22800
62539,44100
61920,16660
62012,41180
61802,16580
61877,16580
61834,19180
61870,19180
62036,41180
61830,16580
62022,41180
61925,19500
61875,16580
61917,99999
63385,41180
63465,22800
63432,22800
63348,41180
63367,41180
63382,33020
63330,99999
63468,99999
63555,99999
63447,39500
63546,28860
63501,28860
63333,99999
63456,99999
63471,25300
63359,99999
63363,99999
63351,99999
63628,22100
63645,22100
63651,22100
65325,99999
65326,99999
65265,33020
63755,16020
65254,99999
63775,99999
63624,22100
63747,16020
65324,99999
65347,99999
65285,33020
63730,99999
65305,47660
63732,16020
65350,42740
65260,33620
65321,28140
65321,32180
64856,22220
64863,22220
64870,27900
64801,27900
64873,99999
64740,99999
64752,28140
65536,30060
64776,99999
64847,22220
64866,27900
64803,27900
64862,27900
64755,27900
64848,99999
65443,99999
65449,99999
64788,99999
64855,27900
64859,27900
65461,40620
63129,41180
63136,41180
63116,41180
63122,41180
63144,41180
64507,41140
64642,99999
64485,41140
64147,28140
64505,41140
64448,41140
64429,28140
64463,99999
64148,28140
64469,41140
64163,28140
64631,99999
64649,28140
64632,99999
64656,99999
64479,32340
64127,28140
64068,28140
64117,28140
64083,28140
64106,28140
64074,28140
64024,28140
64035,28140
63857,28380
63901,38740
64015,28140
63851,99999
63945,38740
63829,28380
65043,27620
65011,99999
65058,99999
65064,99999
65066,99999
63563,99999
65024,27620
65067,27620
65025,27620
65745,99999
65770,44180
65723,99999
65747,99999
65723,27900
66012,28140
65740,14700
66026,28140
65722,30060
66027,28140
66017,41140
51501,36540
51503,36540
51535,36540
66215,28140
51510,36540
66713,99999
51530,99999
66720,99999
51563,36540
51652,99999
68007,36540
68022,36540
67751,99999
67801,19980
67675,99999
67851,23780
67869,30580
65672,14700
65681,14700
65605,99999
65619,44180
65634,99999
65656,14700
65616,14700
65667,99999
65705,99999
65611,14700
65565,99999
65652,44180
65550,40620
65580,99999
65559,99999
65590,44180
67550,99999
67505,26740
67561,26740
67659,99999
67653,99999
67361,99999
67449,99999
67567,24460
67579,26740
67354,37660
67425,41460
67491,32700
67152,48620
67030,48620
67074,48620
67104,99999
67114,48620
67135,48620
67020,48620
67062,48620
67215,48620
67133,48620
67017,48620
67052,48620
67107,32700
67056,48620
67035,48620
67123,48620
67151,48620
67018,99999
67118,48620
66605,45820
66432,45820
66442,31740
66524,45820
66538,99999
66937,99999
66552,45820
66612,45820
66528,45820
66872,99999
66901,99999
66537,45820
66429,45820
66521,99999
66963,99999
66064,28140
66071,28140
66208,28140
66075,28140
66105,28140
66076,36840
68718,99999
68739,99999
68506,30700
68516,30700
68651,99999
68723,99999
68660,99999
68662,99999
68803,24260
68781,99999
68785,43580
68787,99999
68663,99999
68763,99999
68770,43580
68777,99999
68790,99999
68501,30700
70114,35380
70067,35380
70076,35380
70090,35380
70036,35380
70080,35380
70030,35380
70075,35380
70096,35380
70898,12940
71030,43340
71078,43340
70818,12940
71024,43340
71069,43340
71016,99999
70835,12940
71072,43340
71027,43340
70896,12940
68367,99999
68127,36540
68133,36540
68335,99999
68135,36540
68351,99999
68112,36540
68347,36540
68128,36540
68436,99999
68401,99999
68433,99999
68453,99999
70605,29340
70634,19760
70657,99999
70775,12940
70647,29340
70661,19760
70669,29340
70770,12940
70801,12940
70520,29180
70544,29180
